Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene2990	9	23	6	1	13	15	1	1	2	2	0	6	6	6	2	3	0	4
Gene2991	12	1	8	2	1	11	13	2	0	8	53	25	20	11	17	12	30	6
Gene2992	24	302	305	598	600	260	482	385	549	66	16	83	218	251	249	335	176	559
Gene2993	150	64	13	145	73	343	104	110	90	186	269	111	28	177	217	427	380	174
Gene2994	18	30	8	13	1	3	51	19	15	3	0	0	1	3	0	1	0	24
Gene2995	114	28	91	201	123	50	16	104	108	59	137	70	50	103	63	60	8	112
Gene2996	33	29	29	7	35	18	26	49	7	8	3	10	9	22	5	9	7	26
Gene2997	0	25	15	21	19	11	22	19	2	9	1	5	31	3	2	3	3	28
Gene2998	16	7	1	8	1	0	5	18	2	1	3	1	0	2	3	5	2	2
Gene2999	0	5	7	0	0	0	0	0	0	2	6	0	0	2	1	0	6	0
Gene3000	3	0	1	1	1	0	0	0	2	1	1	2	7	0	4	0	3	0
Gene3001	35	31	22	21	14	146	33	39	4	240	129	270	152	343	141	132	230	25
Gene3002	0	21	15	16	16	2	11	8	28	1	1	0	2	2	0	10	2	17
Gene3003	82	68	7	79	101	113	125	102	91	97	46	35	2	67	48	121	89	184
Gene3004	13	36	43	31	1	3	24	25	35	15	2	8	6	0	0	0	13	24
Gene3005	73	44	102	145	140	20	5	69	77	34	33	51	52	25	19	16	4	52
Gene3006	61	31	61	22	16	19	34	11	2	71	49	63	76	37	67	30	50	39
Gene3007	8	85	103	116	54	38	106	141	98	19	3	17	33	34	24	39	31	43
Gene3008	8	0	1	6	1	0	17	2	1	2	0	0	0	3	0	1	3	10
Gene3009	9	17	1	9	1	3	29	7	13	3	3	4	3	5	0	0	2	22
Gene3010	8	6	15	10	14	0	0	11	10	1	2	1	3	0	2	0	0	2
Gene3011	9	8	0	8	1	3	8	3	0	5	12	4	28	18	10	3	42	2
Gene3012	18	92	204	238	279	753	101	80	227	253	80	268	759	624	1179	319	359	324
Gene3013	3	11	0	18	3	97	26	13	28	139	53	119	4	40	30	222	212	6
Gene3014	9	1	19	14	1	30	14	35	10	10	23	17	18	24	1	26	36	30
Gene3015	1	14	0	2	5	28	0	1	0	0	1	11	13	19	31	4	0	3
Gene3016	1	0	11	0	0	0	4	3	0	0	8	45	0	4	48	2	30	4
Gene3017	4	40	61	26	39	108	38	99	38	102	10	193	91	118	239	248	104	43
Gene3018	501	337	40	157	137	940	500	394	265	779	649	662	49	390	1299	831	539	330
Gene3019	2	3	16	17	2	2	14	11	2	3	0	3	5	0	0	1	2	17
Gene3020	0	0	7	4	0	1	0	0	0	0	1	11	4	0	0	1	2	0
Gene3021	20	27	40	3	13	85	55	19	2	6	11	18	41	69	26	15	32	18
Gene3022	0	29	35	27	25	9	25	52	24	1	0	2	14	12	20	17	10	41
Gene3023	97	67	6	36	41	250	55	74	20	178	71	119	11	130	148	247	304	61
Gene3024	4	5	23	13	5	24	9	9	9	22	17	22	18	5	4	18	18	8
Gene3025	15	32	18	1	41	14	1	2	17	31	41	25	17	79	39	16	2	24
Gene3026	35	24	13	26	24	57	25	25	1	51	39	86	154	81	92	70	117	29
Gene3027	3	26	13	23	7	12	21	29	27	4	0	1	6	6	5	15	4	12
Gene3028	7	11	1	1	4	108	35	13	5	69	50	3	5	8	32	69	11	12
Gene3029	9	12	4	1	0	2	0	0	1	1	5	2	1	2	0	2	6	1
Gene3030	27	2	6	7	3	3	0	1	5	52	16	4	5	5	39	3	0	1
Gene3031	360	207	350	354	257	23	409	124	45	13	30	44	24	32	19	34	27	480
Gene3032	9	40	113	111	71	13	41	79	69	10	2	8	8	35	26	20	17	151
Gene3033	92	68	16	39	48	12	74	166	52	12	50	27	3	12	9	41	30	56
Gene3034	3	33	10	9	1	1	5	10	3	3	0	2	0	2	0	0	0	5
Gene3035	28	53	35	71	82	39	10	29	50	109	17	53	83	49	97	24	5	59
Gene3036	33	38	17	27	14	132	16	31	0	47	25	169	97	120	74	117	57	5
Gene3037	4	13	20	30	17	4	28	5	7	10	3	7	8	5	16	10	6	41
Gene3038	34	19	0	15	24	6	11	13	12	19	23	12	1	9	8	12	20	10
Gene3039	13	10	3	2	0	14	7	10	3	9	1	30	5	0	1	16	13	9
Gene3040	0	0	15	0	2	0	0	4	6	1	8	2	4	3	10	0	2	1
Gene3041	21	15	22	8	12	72	45	25	3	17	92	91	112	76	56	151	54	22
Gene3042	9	109	127	86	42	169	81	172	56	69	10	107	47	289	147	205	100	132
Gene3043	28	29	0	27	34	23	32	3	40	63	28	33	3	31	6	10	66	31
Gene3044	89	49	113	93	30	230	114	244	137	315	369	236	252	220	33	126	407	77
Gene3045	265	220	85	156	249	1112	13	166	108	2906	2058	1652	913	1076	1318	1154	268	155
Gene3046	126	43	51	79	28	50	122	51	4	48	52	28	29	54	37	85	52	63
Gene3047	5	20	32	74	61	28	35	28	54	103	10	66	116	87	96	45	126	51
Gene3048	11	29	0	35	18	23	15	37	9	93	4	15	8	28	41	72	28	22
Gene3049	4	4	5	0	0	6	7	6	9	7	3	0	1	0	0	2	3	6
Gene3050	73	19	25	24	27	22	5	22	39	40	21	2	23	35	7	10	0	46
Gene3051	27	15	20	25	10	1	6	12	0	5	12	11	16	6	7	5	13	6
Gene3052	1	19	40	61	42	47	50	46	61	9	1	7	26	38	19	33	10	42
Gene3053	4	1	2	2	10	13	3	6	4	11	5	0	0	13	7	7	4	20
Gene3054	36	34	38	14	0	10	23	64	54	4	6	8	8	8	2	2	1	21
Gene3055	1	0	0	12	5	19	0	3	15	3	7	21	13	15	17	3	2	13
Gene3056	7	18	21	12	5	9	11	9	0	9	29	5	14	8	9	6	18	2
Gene3057	1	59	45	45	101	29	30	72	63	14	2	10	25	29	13	18	10	54
Gene3058	3	2	0	4	3	2	0	2	3	0	2	0	0	0	0	0	0	2
Gene3059	0	3	1	0	0	15	0	0	6	15	4	56	12	11	2	13	7	7
Gene3060	0	0	0	0	0	0	0	2	4	0	1	3	0	0	0	1	0	0
Gene3061	30	20	69	17	19	12	14	17	0	17	22	53	47	18	34	77	25	35
Gene3062	1	21	18	3	1	4	1	6	7	5	0	0	1	7	2	9	2	6
Gene3063	3	0	0	0	6	0	1	0	9	4	3	4	0	0	0	1	2	0
Gene3064	48	58	194	196	12	54	86	63	122	92	54	82	52	75	16	31	94	108
Gene3065	411	401	407	467	507	1068	65	188	375	849	790	1091	952	1024	655	488	92	233
Gene3066	3	5	3	0	1	1	0	1	0	0	0	2	0	0	3	0	0	2
Gene3067	3	59	33	39	29	12	18	28	68	16	3	6	43	9	28	8	20	139
Gene3068	20	14	4	13	14	62	47	27	21	20	84	32	1	19	115	62	121	10
Gene3069	127	146	205	117	16	363	185	55	86	402	341	552	376	280	22	273	322	120
Gene3070	208	83	93	61	174	16	9	108	157	25	26	39	12	24	23	22	3	94
Gene3071	13	5	6	5	0	9	1	19	1	0	6	2	1	18	3	0	2	2
Gene3072	0	5	5	1	1	1	6	1	20	3	0	3	1	2	0	0	0	3
Gene3073	0	4	0	21	14	0	5	12	0	0	0	0	0	3	0	0	0	2
Gene3074	10	8	17	5	1	1	4	4	10	1	4	4	5	1	0	5	0	11
Gene3075	47	30	30	62	38	35	3	27	34	28	21	10	7	83	65	21	6	36
Gene3076	24	19	7	2	5	6	30	15	6	1	0	10	4	2	9	0	8	12
Gene3077	0	49	12	20	45	7	8	13	5	3	0	3	6	1	18	3	2	8
Gene3078	88	81	16	35	70	8	123	89	83	13	10	3	0	12	17	18	6	64
Gene3079	1	8	15	10	1	33	23	27	16	16	12	6	17	8	1	7	1	9
Gene3080	1195	1273	957	1295	1255	232	116	610	914	424	395	553	327	567	230	247	45	486
Gene3081	14	6	26	18	28	83	17	9	3	57	66	25	23	58	29	66	24	28
Gene3082	6	30	8	36	8	51	16	22	23	9	1	11	4	21	26	46	23	6
Gene3083	36	18	1	6	8	13	7	22	17	27	1	7	2	12	1	28	6	15
Gene3084	25	22	19	11	2	3	52	17	14	3	19	9	5	4	0	10	14	13
Gene3085	20	15	5	32	14	17	4	11	46	63	59	97	17	12	76	81	0	17
Gene3086	19	38	12	24	8	166	94	27	1	71	61	200	128	135	223	212	142	28
Gene3087	0	8	12	3	2	22	6	18	5	16	0	61	54	4	24	10	1	5
Gene3088	33	38	5	39	42	474	31	39	7	228	596	23	31	202	461	397	254	46
Gene3089	1	6	4	7	1	1	1	0	0	2	12	8	5	0	0	0	2	1
Gene3090	354	429	290	274	289	20	30	353	339	20	28	45	30	24	44	27	2	221
Gene3091	9	6	0	5	6	13	0	2	0	6	10	3	6	0	2	3	9	8
Gene3092	0	2	6	1	9	16	0	1	2	0	1	17	7	10	0	4	12	5
Gene3093	110	29	5	24	94	70	30	60	33	73	139	29	9	54	55	107	65	59
Gene3094	43	45	22	60	3	158	86	54	82	33	48	126	106	24	9	137	98	42
Gene3095	0	2	0	0	1	12	0	3	0	51	2	14	2	16	6	1	1	18
Gene3096	2	3	8	8	0	0	12	5	0	15	11	11	11	21	22	26	9	10
Gene3097	6	63	81	36	113	20	10	85	67	24	1	15	25	34	47	12	32	61
Gene3098	54	77	4	32	87	160	236	107	57	161	218	113	10	126	196	216	122	80
Gene3099	1	1	7	0	1	6	4	0	10	4	25	5	45	9	3	0	5	0
Gene3100	18	10	9	8	10	2	0	0	3	1	1	0	0	0	1	1	0	0
Gene3101	19	7	14	16	15	11	17	15	1	6	30	16	8	2	10	11	39	26
Gene3102	0	1	0	0	0	5	11	2	0	6	0	4	1	0	0	0	6	0
Gene3103	3	2	0	7	3	24	21	8	6	2	54	9	1	6	35	1	4	13
Gene3104	50	68	196	26	3	19	79	43	106	37	28	34	68	20	2	16	18	22
Gene3105	464	477	660	733	844	113	80	290	934	212	154	77	44	95	156	71	14	410
Gene3106	28	55	77	26	30	2	46	39	8	0	5	4	1	0	3	2	9	94
Gene3107	8	88	64	119	81	79	78	93	135	127	12	109	154	149	141	42	119	74
Gene3108	47	20	0	29	20	16	19	13	27	18	8	13	1	7	5	14	19	21
Gene3109	6	1	2	2	1	3	3	0	12	15	10	15	0	0	0	1	2	3
Gene3110	7	11	4	2	3	0	0	1	2	1	1	0	1	1	1	0	0	3
Gene3111	16	23	13	21	4	63	7	22	1	53	25	283	39	62	92	125	43	3
Gene3112	4	15	30	24	8	2	27	7	31	14	1	10	9	8	18	9	8	33
Gene3113	16	10	4	2	8	75	12	16	29	64	283	81	4	50	141	33	181	22
Gene3114	93	178	60	124	1	50	106	54	157	46	25	22	34	24	5	25	30	90
Gene3115	18	16	4	24	17	7	3	9	7	3	10	6	30	14	6	1	3	6
Gene3116	16	36	5	19	27	17	16	23	4	4	6	21	12	3	12	14	2	16
Gene3117	16	227	307	347	295	30	181	290	172	42	8	31	48	69	24	44	41	395
Gene3118	17	11	4	5	14	119	23	38	22	96	144	10	9	78	171	57	112	22
Gene3119	3	15	1	1	0	20	6	5	0	18	3	22	3	2	3	3	47	0
Gene3120	8	20	24	33	5	5	3	15	12	8	8	14	5	3	12	6	0	8
Gene3121	58	21	5	19	4	5	16	31	3	12	4	6	6	2	13	4	6	15
Gene3122	2	13	3	15	1	13	4	30	3	6	3	18	21	25	13	8	1	17
Gene3123	23	19	2	4	4	14	17	3	14	17	6	5	1	6	12	34	11	34
Gene3124	10	3	15	0	0	3	0	5	0	3	5	1	0	1	0	0	0	0
Gene3125	3	20	7	1	4	1	0	5	12	0	2	1	0	2	0	2	0	1
Gene3126	58	94	87	50	41	4	158	65	9	2	6	6	2	6	1	3	1	131
Gene3127	0	13	11	2	5	10	6	19	23	37	0	25	46	19	12	2	40	11
Gene3128	0	0	0	4	0	1	5	0	1	0	0	0	0	0	0	2	0	0
Gene3129	0	7	7	3	2	6	4	13	2	13	0	5	7	1	0	6	11	5
Gene3130	5	22	0	4	1	1	1	2	0	2	0	0	1	0	1	0	0	1
Gene3131	3	2	1	12	1	4	6	1	0	0	7	0	1	3	2	0	4	3
Gene3132	3	31	59	94	65	156	82	58	74	105	9	160	161	392	71	238	230	66
Gene3133	31	0	0	10	17	11	16	34	18	18	28	6	0	21	13	7	17	14
Gene3134	2	7	16	7	1	1	8	6	3	0	7	4	1	1	0	2	0	7
Gene3135	19	20	2	2	20	9	0	6	5	2	5	14	1	5	12	4	1	0
Gene3136	34	22	25	39	22	5	14	14	2	37	29	36	71	63	35	33	18	31
Gene3137	0	14	10	26	24	30	11	46	11	10	0	45	69	29	24	91	33	27
Gene3138	13	14	2	21	27	9	12	37	12	4	17	20	2	9	8	16	8	74
Gene3139	1	28	6	5	0	52	5	17	5	0	5	21	2	0	0	1	10	0
Gene3140	8	23	21	14	10	6	1	12	7	2	4	8	4	13	13	1	1	6
Gene3141	4	17	2	2	6	1	0	12	0	11	13	4	20	6	4	6	2	15
Gene3142	0	0	2	2	9	0	1	0	0	8	1	10	0	20	5	2	1	2
Gene3143	7	3	2	0	4	32	2	2	4	20	9	34	1	46	16	65	50	1
Gene3144	3	14	19	14	4	14	13	15	15	17	24	43	7	5	3	20	17	12
Gene3145	15	0	0	1	0	3	0	0	8	4	0	0	4	0	0	2	0	0
Gene3146	9	0	0	0	1	0	1	0	0	5	0	0	0	1	0	0	1	0
Gene3147	0	4	4	8	4	3	2	16	10	6	0	13	5	14	0	8	9	13
Gene3148	19	34	1	5	18	14	11	3	6	12	70	23	0	13	26	25	33	8
Gene3149	9	24	2	5	9	38	10	33	9	10	15	21	32	8	3	5	35	11
Gene3150	26	29	33	22	19	10	1	10	33	15	13	9	6	10	26	21	0	41
Gene3151	104	38	65	99	73	69	69	35	9	110	193	201	112	177	87	52	157	52
Gene3152	3	21	7	13	25	9	21	16	19	2	0	0	3	5	9	3	2	23
Gene3153	79	37	8	56	60	347	58	76	114	285	159	156	14	97	103	351	242	83
Gene3154	23	31	19	84	7	14	71	88	33	26	21	16	35	27	1	4	5	60
Gene3155	12	33	0	11	6	2	2	9	27	0	7	5	4	1	0	4	0	2
Gene3156	14	2	8	4	2	8	5	5	3	5	4	2	0	12	3	11	4	3
Gene3157	2	6	36	14	16	4	14	11	2	0	1	1	8	0	4	3	0	18
Gene3158	92	77	11	107	107	371	145	103	108	135	439	527	38	248	191	192	422	117
Gene3159	137	105	94	142	7	271	177	149	107	225	159	194	190	159	23	94	314	112
Gene3160	8	10	16	14	14	0	1	4	14	0	1	0	0	0	1	0	0	11
Gene3161	27	39	7	23	35	1	50	12	2	1	2	6	6	0	2	11	5	14
Gene3162	0	18	11	10	2	5	3	6	21	3	0	6	3	6	3	0	8	1
Gene3163	128	107	6	98	94	61	172	55	124	210	61	52	9	96	139	95	141	80
Gene3164	19	33	13	21	2	3	15	23	19	4	0	17	22	8	1	10	6	16
Gene3165	44	34	20	35	63	8	2	48	33	9	6	5	5	3	17	2	0	22
Gene3166	259	248	72	169	140	15	191	114	25	18	25	15	8	8	17	19	26	225
Gene3167	2	22	18	17	43	29	17	83	67	30	4	62	74	64	106	82	103	39
Gene3168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Gene3169	38	59	88	20	2	203	53	123	55	177	247	205	154	88	15	149	134	71
Gene3170	14	0	1	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0
Gene3171	11	2	9	2	1	1	5	2	0	0	3	1	11	8	1	3	3	2
Gene3172	1	5	5	8	8	104	6	5	13	21	1	21	7	5	38	3	16	9
Gene3173	16	9	0	10	20	61	14	21	9	36	111	75	8	56	71	133	145	10
Gene3174	3	16	5	4	0	11	7	11	3	6	9	84	13	22	1	2	7	3
Gene3175	4	0	6	9	5	4	0	8	2	0	0	8	19	22	3	17	3	0
Gene3176	28	93	85	51	34	17	81	41	10	40	69	41	75	35	48	31	33	92
Gene3177	7	20	26	37	26	5	22	15	49	11	2	10	23	21	19	14	17	24
Gene3178	12	11	0	15	5	2	3	16	13	12	3	2	0	1	3	7	5	3
Gene3179	2	4	9	8	0	1	0	9	0	8	0	1	5	3	0	1	2	9
Gene3180	18	20	2	6	3	4	2	3	27	0	7	9	8	8	15	1	0	5
Gene3181	9	7	4	2	8	2	1	0	0	2	0	1	0	0	0	3	1	1
Gene3182	0	1	0	0	10	1	0	0	0	0	0	1	0	3	0	0	13	0
Gene3183	248	121	23	163	476	615	219	240	159	615	648	535	59	412	603	531	656	217
Gene3184	3	21	10	2	0	0	2	7	4	4	8	5	9	0	0	7	2	3
Gene3185	20	3	34	4	11	4	0	4	12	12	15	9	13	33	6	7	0	11
Gene3186	8	10	14	47	19	264	55	10	4	75	89	70	109	155	79	137	42	25
Gene3187	5	125	48	84	135	114	46	67	45	77	4	90	33	59	131	70	85	59
Gene3188	64	8	1	29	28	76	19	43	9	131	216	64	5	13	163	219	80	28
Gene3189	16	35	21	12	3	103	64	41	77	63	32	155	37	94	2	79	99	7
Gene3190	2	8	5	0	0	3	0	1	7	10	14	3	3	3	40	22	1	0
Gene3191	16	14	39	18	9	47	31	23	7	29	76	66	89	27	20	66	38	58
Gene3192	0	6	17	25	54	68	27	34	38	58	5	16	71	29	60	45	43	26
Gene3193	2	0	0	0	0	7	4	1	11	2	6	1	1	2	1	1	4	0
Gene3194	6	22	2	0	0	13	0	17	3	0	3	0	1	1	0	5	2	2
Gene3195	21	29	20	9	17	6	6	12	6	12	43	22	11	9	17	16	3	5
Gene3196	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene3197	9	44	98	120	58	60	60	70	101	112	2	49	115	185	169	138	49	83
Gene3198	32	30	3	43	31	40	54	50	26	19	10	2	3	10	21	29	20	68
Gene3199	27	24	31	10	5	179	29	38	20	82	86	433	198	153	30	133	67	13
Gene3200	10	22	1	4	0	0	0	1	14	1	4	0	0	7	3	2	0	9
Gene3201	74	104	110	82	91	108	80	20	8	212	429	168	264	362	153	479	251	94
Gene3202	10	89	169	94	183	70	266	123	109	54	12	53	58	61	49	27	47	220
Gene3203	2	26	0	0	17	5	9	21	11	0	10	1	0	1	1	4	1	3
Gene3204	54	42	41	45	3	0	73	98	59	2	4	6	2	2	0	1	5	27
Gene3205	5	15	0	5	0	50	2	3	0	11	15	13	41	4	9	1	0	0
Gene3206	18	11	0	2	4	4	10	3	2	6	15	11	2	5	3	8	4	1
Gene3207	2	20	9	21	41	30	20	33	31	28	1	20	30	11	33	15	17	10
Gene3208	0	0	0	4	3	2	2	4	3	5	4	1	2	0	13	23	5	4
Gene3209	11	9	14	5	1	22	25	3	2	10	2	20	49	10	0	10	17	6
Gene3210	3	21	17	10	14	12	0	15	5	5	9	6	4	13	1	1	0	3
Gene3211	65	82	178	73	46	34	96	28	5	12	41	67	67	18	28	71	64	105
Gene3212	0	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0
Gene3213	38	11	6	50	66	137	66	55	71	250	150	228	36	118	59	201	225	43
Gene3214	13	26	2	6	1	15	13	7	38	52	106	222	41	29	9	72	74	10
Gene3215	4	14	3	2	5	5	0	18	24	14	7	7	3	4	3	7	0	0
Gene3216	25	13	11	27	16	17	38	11	2	18	61	22	67	46	100	77	90	11
Gene3217	1	5	21	40	12	15	15	24	12	36	2	9	28	35	2	25	10	10
Gene3218	146	37	7	88	86	983	107	114	45	885	1109	462	22	533	487	1124	906	60
Gene3219	3	6	3	3	0	1	24	13	7	0	14	4	28	5	1	3	1	0
Gene3220	96	92	59	163	115	123	6	34	179	142	160	333	177	112	302	76	16	158
Gene3221	7	0	28	23	7	5	3	8	2	1	7	4	6	2	5	3	3	0
Gene3222	8	103	151	105	90	97	84	46	150	119	11	31	143	83	77	68	76	170
Gene3223	13	16	0	9	29	13	21	9	4	5	18	13	1	8	8	8	31	14
Gene3224	0	2	3	1	0	2	1	35	16	3	1	0	0	4	0	1	15	10
Gene3225	12	21	8	25	38	37	1	10	23	16	43	20	11	21	24	35	3	17
Gene3226	10	13	12	19	9	5	43	18	2	3	5	7	5	6	12	7	0	26
Gene3227	1	6	3	26	13	21	3	9	4	4	0	40	2	91	14	45	15	6
Gene3228	8	9	2	12	13	4	19	10	18	60	42	45	4	16	103	13	5	27
Gene3229	119	159	116	114	9	255	63	205	121	201	187	264	196	150	27	197	352	42
Gene3230	48	41	64	48	53	83	6	15	79	90	62	88	46	77	96	15	8	48
Gene3231	2	0	0	0	2	0	0	0	0	7	1	0	2	7	0	0	4	0
Gene3232	17	108	393	269	207	954	115	336	234	776	49	454	590	1144	993	436	414	335
Gene3233	16	1	1	1	6	18	5	6	4	77	11	31	1	15	73	50	49	0
Gene3234	68	131	184	157	8	110	178	64	121	102	38	101	46	66	8	70	34	64
Gene3235	5	2	2	2	4	18	0	5	17	23	26	11	17	5	42	2	0	0
Gene3236	34	31	19	44	12	37	14	12	0	14	71	11	18	17	26	8	32	24
Gene3237	0	20	21	15	10	31	8	10	7	5	1	7	12	8	18	29	14	4
Gene3238	86	57	5	58	26	23	49	49	47	33	27	40	3	37	26	32	21	67
Gene3239	0	3	17	5	3	41	4	1	0	7	5	6	6	43	0	1	1	1
Gene3240	25	27	21	24	11	7	1	10	34	4	9	12	5	6	6	1	0	17
Gene3241	6	2	17	10	3	42	4	8	2	36	11	12	14	9	49	28	30	13
Gene3242	1	3	13	7	4	2	16	6	28	2	0	3	3	0	2	2	0	2
Gene3243	217	159	16	58	377	51	217	192	170	79	104	47	3	41	77	44	84	264
Gene3244	7	8	13	16	1	17	8	12	4	36	53	46	126	22	2	175	101	5
Gene3245	5	1	6	10	3	0	0	6	2	0	11	5	0	1	2	0	0	2
Gene3246	21	15	15	32	6	5	18	18	1	4	0	7	21	10	19	4	12	14
Gene3247	3	17	21	30	12	64	10	9	21	21	7	18	21	5	95	11	46	9
Gene3248	5	2	1	4	12	0	3	4	2	1	2	0	1	0	1	0	0	22
Gene3249	0	1	12	44	0	0	3	0	1	0	5	7	2	0	1	0	0	1
Gene3250	7	4	0	6	8	6	0	28	3	5	7	12	9	0	15	7	1	0
Gene3251	5	6	22	15	3	3	18	9	1	4	27	41	68	19	25	26	25	20
Gene3252	1	20	34	9	20	55	12	21	44	12	2	7	22	5	12	12	9	7
Gene3253	19	30	3	9	19	7	28	52	1	4	7	11	3	5	6	26	9	20
Gene3254	49	33	56	18	1	26	59	43	52	62	33	57	43	14	4	25	62	15
Gene3255	60	56	28	107	68	5	4	30	89	36	16	27	17	26	27	11	1	41
Gene3256	277	183	242	281	214	213	160	150	23	123	306	159	204	341	151	288	118	282
Gene3257	7	19	22	54	18	35	10	23	29	11	1	9	16	11	21	12	10	46
Gene3258	1	7	2	12	6	29	8	30	6	54	26	27	1	100	17	9	8	20
Gene3259	2	9	15	14	0	9	14	14	3	18	3	3	6	5	0	12	2	4
Gene3260	12	38	11	5	11	7	0	11	29	16	16	17	7	5	12	14	2	15
Gene3261	16	7	16	22	4	22	4	23	7	16	12	9	29	11	3	69	10	0
Gene3262	0	6	1	8	2	4	7	4	16	1	0	4	1	9	3	0	1	9
Gene3263	70	19	2	36	59	29	25	77	68	138	61	28	13	51	140	66	121	44
Gene3264	26	10	14	8	2	21	9	4	10	19	4	2	12	20	0	3	11	2
Gene3265	2	1	11	5	7	0	0	0	3	8	5	4	2	2	0	2	1	3
Gene3266	2	6	10	8	3	8	4	1	1	0	2	12	12	1	6	7	4	26
Gene3267	0	5	2	8	13	13	21	1	3	28	0	3	28	60	11	68	4	7
Gene3268	78	40	12	43	117	147	137	44	34	85	133	152	38	43	124	287	133	46
Gene3269	11	4	17	2	0	3	25	20	14	14	21	3	47	13	1	11	3	2
Gene3270	79	115	76	65	28	10	8	19	85	9	7	10	11	13	1	7	1	44
Gene3271	0	10	28	2	9	0	14	2	0	4	12	16	32	9	6	7	7	0
Gene3272	0	0	3	1	0	0	0	0	0	0	0	4	0	0	3	4	2	0
Gene3273	53	65	4	32	33	12	38	77	20	5	8	9	1	4	7	3	5	70
Gene3274	1	1	3	2	0	19	1	0	0	17	0	16	3	0	1	8	0	6
Gene3275	14	17	7	12	37	9	3	12	15	26	23	6	6	19	6	11	1	9
Gene3276	33	34	15	42	25	25	34	21	1	5	46	13	23	7	3	13	43	69
Gene3277	20	135	110	153	113	389	65	259	112	370	64	316	408	722	546	300	789	88
Gene3278	10	5	3	4	0	13	3	3	0	5	8	7	0	0	0	7	1	8
Gene3279	3	5	3	3	0	9	3	18	6	6	5	4	7	4	2	1	0	0
Gene3280	0	5	7	13	15	36	0	4	9	4	35	100	50	88	56	40	10	3
Gene3281	74	219	113	159	89	15	118	94	13	10	40	37	52	56	35	53	33	89
Gene3282	1	0	5	2	14	0	0	1	0	0	0	4	0	0	0	0	0	0
Gene3283	4	11	0	3	2	16	11	31	4	10	6	4	1	5	17	13	0	3
Gene3284	3	13	7	6	3	1	11	7	8	1	0	2	3	1	0	0	0	1
Gene3285	24	32	39	24	32	5	1	35	15	0	3	5	1	2	2	0	0	16
Gene3286	72	150	166	199	141	152	151	59	10	80	162	161	127	92	66	171	242	75
Gene3287	4	11	6	21	45	15	31	6	52	6	2	14	12	5	6	11	9	24
Gene3288	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Gene3289	13	17	61	12	7	12	28	12	38	34	14	2	14	9	1	13	10	13
Gene3290	4	5	14	5	2	8	0	1	2	81	25	4	8	36	1	16	1	25
Gene3291	4	1	2	0	0	1	1	5	0	4	3	2	3	0	4	11	7	3
Gene3292	0	1	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Gene3293	22	31	3	22	59	15	31	20	30	25	19	26	2	4	19	33	24	73
Gene3294	2	4	1	4	0	0	3	0	4	0	0	7	0	3	0	0	0	3
Gene3295	8	14	8	7	8	0	1	11	29	1	0	1	2	1	0	1	0	5
Gene3296	5	10	27	15	12	26	30	11	1	12	85	23	53	61	14	25	28	24
Gene3297	3	12	23	17	12	47	2	13	28	34	2	23	13	36	37	22	69	15
Gene3298	5	8	1	4	10	3	12	8	6	1	10	8	2	0	13	6	11	4
Gene3299	16	6	13	4	0	1	20	23	30	7	4	1	7	6	0	3	0	11
Gene3300	8	1	1	3	1	13	0	1	15	11	2	8	3	5	31	1	1	1
Gene3301	24	35	6	27	8	2	18	16	2	5	10	4	5	3	3	1	3	11
Gene3302	2	13	18	18	19	17	15	13	18	10	2	0	8	2	7	11	12	35
Gene3303	0	1	0	4	4	1	5	0	0	0	0	0	0	0	0	0	0	0
Gene3304	3	19	1	2	1	12	3	14	5	24	3	23	69	8	3	15	7	0
Gene3305	18	40	15	33	27	24	5	26	42	34	110	76	94	125	103	12	6	47
Gene3306	8	1	13	0	0	1	2	1	0	2	0	0	7	0	0	1	1	0
Gene3307	37	164	427	317	709	245	117	221	239	251	27	202	321	181	345	157	249	300
Gene3308	72	27	4	25	62	48	49	53	45	88	141	34	5	24	103	60	123	34
Gene3309	0	3	2	1	0	0	0	6	13	0	0	0	0	0	0	0	0	0
Gene3310	6	7	1	7	0	0	0	14	3	2	0	2	0	3	0	0	0	3
Gene3311	0	0	2	4	0	0	0	4	0	0	0	0	0	0	2	0	0	2
Gene3312	4	13	51	34	38	25	21	44	16	22	2	15	48	41	21	11	10	22
Gene3313	164	158	17	67	127	261	83	105	106	220	197	181	17	138	261	270	206	177
Gene3314	0	3	1	7	0	2	0	2	0	0	1	5	1	1	0	0	0	3
Gene3315	16	40	20	54	58	21	3	30	48	31	27	51	34	41	58	16	1	11
Gene3316	28	38	34	34	47	178	49	13	2	137	228	79	114	244	91	230	41	45
Gene3317	3	4	13	15	27	3	2	19	0	6	0	1	1	4	4	5	17	22
Gene3318	42	7	3	19	14	14	19	26	21	9	14	7	0	6	22	8	5	39
Gene3319	9	20	14	13	3	40	17	19	31	22	92	68	43	75	4	65	127	8
